Time (ms), Channel 0, Channel 1, Channel 2, Channel 3, Channel 4, Channel 5, Channel 6, Channel 7, Channel 8, Channel 9, Channel 10, Channel 11, Channel 12, Channel 13, Channel 14, Channel 15, Channel 16, Channel 17, Channel 18, Channel 19, Channel 20, Channel 21, Channel 22, Channel 23, Channel 24, Channel 25, Channel 26, Channel 27, Channel 28, Channel 29, Channel 30, Channel 31, Channel 32, Channel 33, Channel 34, Channel 35, Channel 36, Channel 37, Channel 38, Channel 39, Channel 40, Channel 41, Channel 42, Channel 43, Channel 44, Channel 45, Channel 46, Channel 47, Channel 48, Channel 49, Channel 50, Channel 51, Channel 52, Channel 53, Channel 54, Channel 55, Channel 56, Channel 57, Channel 58, Channel 59, Channel 60, Channel 61, Channel 62, Channel 63, Channel 64, Channel 65, Channel 66, Channel 67, Channel 68, Channel 69, Channel 70, Channel 71, Channel 72, Channel 73, Channel 74, Channel 75, Channel 76, Channel 77, Channel 78, Channel 79, Channel 80, Channel 81, Channel 82, Channel 83, Channel 84, Channel 85, Channel 86, Channel 87, Channel 88, Channel 89, Channel 90, Channel 91, Channel 92, Channel 93, Channel 94, Channel 95, Channel 96, Channel 97, Channel 98, Channel 99, Channel 100, Channel 101, Channel 102, Channel 103, Channel 104, Channel 105, Channel 106, Channel 107, Channel 108, Channel 109, Channel 110, Channel 111, Channel 112, Channel 113, Channel 114, Channel 115, Channel 116, Channel 117, Channel 118, Channel 119, Channel 120, Channel 121, Channel 122, Channel 123, Channel 124, Channel 125, Channel 126, Channel 127
373203, 11643, 11056, 11046, 10490, 10951, 10823, 10729, 10567, 10664, 12900, 13189, 11650, 13406, 12837, 12105, 12655, 12016, 11798, 11400, 11313, 11400, 11433, 11309, 11201, 11067, 12312, 11879, 10869, 10686, 11475, 11662, 11665, 11600, 11437, 11525, 11310, 11660, 11730, 11264, 11326, 12586, 13476, 14574, 14462, 12945, 11695, 12027, 10872, 10938, 11539, 11367, 11035, 10611, 10636, 10873, 10732, 10883, 10660, 12455, 10750, 10703, 11087, 12182, 11096, 11617, 10912, 10912, 11051, 11433, 11243, 11114, 11040, 11505, 13056, 13316, 13751, 12301, 13046, 11991, 11359, 10853, 11483, 12035, 11869, 11576, 11222, 11435, 11401, 12225, 12192, 10707, 11123, 10452, 12095, 11366, 11722, 11250, 11094, 10764, 10781, 10918, 10881, 10687, 10800, 11605, 12341, 12164, 13039, 12379, 12115, 11268, 11407, 11401, 10656, 11319, 11266, 11181, 11067, 11222, 11082, 12137, 12688, 13476, 10850, 11063, 12042, 12966, 13344
374218, 11856, 11535, 11531, 13058, 14104, 12420, 10647, 10371, 10421, 12241, 12400, 10981, 11940, 11629, 11228, 11529, 11180, 11062, 10845, 9837, 11695, 13973, 13055, 12199, 10810, 11493, 11254, 10702, 10602, 11032, 11133, 11135, 11101, 11012, 11904, 11786, 12909, 11284, 11027, 11086, 11793, 12858, 13457, 13398, 12568, 11884, 12065, 11435, 11470, 11798, 11704, 12316, 11237, 13534, 12467, 11692, 11773, 10439, 11418, 10488, 10461, 10672, 11272, 10678, 10962, 10571, 10571, 11580, 11905, 11803, 11472, 12047, 11646, 11899, 12040, 12278, 11484, 11893, 11315, 10970, 10692, 11037, 12362, 12139, 11980, 11519, 12524, 12467, 12172, 12156, 11344, 11570, 11204, 12103, 11704, 11899, 11642, 11556, 11375, 13051, 12470, 10728, 9693, 10497, 11532, 11936, 11262, 11741, 11380, 11233, 10770, 10847, 10846, 10436, 10800, 11760, 11519, 12167, 12214, 12134, 12118, 11697, 12127, 10690, 10808, 11342, 11848, 12055
375232, 11314, 12736, 11216, 12631, 13203, 12282, 11312, 11160, 11187, 12183, 12271, 11492, 12674, 12503, 12160, 14077, 12959, 11871, 11752, 9987, 11005, 12250, 11749, 11281, 10520, 10895, 10764, 10461, 10408, 11318, 12193, 10926, 12384, 11377, 11266, 11203, 11816, 10932, 10788, 10820, 11204, 11788, 12119, 12085, 11631, 11279, 12013, 13486, 12789, 11939, 11889, 12225, 11633, 12891, 12307, 11883, 11926, 11197, 11733, 11223, 11209, 11419, 12403, 11338, 11517, 10371, 10967, 11521, 11118, 11064, 10881, 11198, 10979, 11116, 11192, 12000, 11567, 11790, 11473, 12108, 11982, 11390, 11518, 11396, 11310, 11057, 11607, 11575, 11414, 11404, 10962, 11085, 10884, 11546, 12095, 12792, 10842, 11231, 11131, 12626, 12307, 11354, 10789, 11228, 11794, 12015, 11648, 11909, 12369, 12285, 12869, 12173, 11013, 10021, 10515, 11040, 10909, 11263, 11289, 11245, 11236, 11005, 11242, 10455, 10519, 11629, 11206, 11273
376245, 12263, 11723, 10890, 11666, 11977, 11474, 10942, 10860, 10876, 11420, 11470, 11042, 12617, 12524, 11618, 15738, 14133, 13497, 11916, 10949, 11507, 12188, 11914, 11657, 11241, 11447, 11375, 11209, 11180, 12470, 12591, 10941, 11419, 10872, 10769, 10736, 11069, 10591, 10509, 10526, 10736, 11056, 11237, 11220, 10969, 11679, 12278, 13490, 13004, 11882, 11855, 11442, 11119, 11808, 11489, 11256, 11280, 10881, 11174, 10894, 10887, 11773, 11593, 11910, 11823, 10582, 11486, 11789, 11566, 11537, 11439, 11613, 11492, 11564, 11609, 12051, 11814, 13768, 12750, 12648, 13397, 13075, 11544, 10842, 10794, 10656, 10958, 10939, 10852, 10846, 10602, 10671, 11305, 12344, 13467, 10868, 10069, 10899, 10845, 11661, 11489, 10967, 10659, 10897, 11205, 11328, 11128, 11270, 12453, 12507, 12774, 13420, 12419, 11585, 11238, 11527, 11453, 11648, 11662, 11639, 11632, 11507, 11637, 11206, 11240, 12568, 13020, 11428
377260, 11316, 11021, 10566, 10988, 11160, 10881, 11496, 11448, 11457, 12692, 12436, 12225, 11637, 11588, 11092, 13962, 12488, 12140, 11275, 10745, 11052, 11422, 11274, 12062, 11633, 11778, 11061, 12586, 11641, 12346, 12989, 11471, 11734, 11435, 11377, 11359, 11539, 11284, 12108, 12147, 12262, 12438, 12631, 11664, 11225, 10978, 11305, 12565, 12297, 11108, 11092, 10868, 10690, 11066, 10893, 10765, 11396, 11123, 13020, 12147, 10692, 11790, 11694, 11868, 11223, 10543, 11040, 11203, 11082, 11067, 11943, 12040, 12940, 12979, 11508, 12226, 11987, 13056, 11883, 12405, 12817, 12640, 11801, 11417, 11390, 11315, 10551, 10540, 10125, 11789, 12493, 11894, 11542, 12706, 12554, 11130, 10114, 10571, 10540, 10985, 10893, 11507, 11339, 11470, 11756, 12643, 11741, 10156, 11549, 11579, 11725, 12097, 11550, 11094, 10904, 11061, 11022, 11128, 11133, 9231, 10249, 12445, 12685, 12400, 12418, 13723, 13226, 11739
378273, 11678, 12386, 12138, 12369, 13257, 13218, 11601, 11575, 12900, 11472, 11988, 11293, 10973, 10945, 10676, 12245, 11439, 11249, 10775, 9611, 10771, 12349, 12944, 12583, 13092, 12576, 11528, 11640, 11125, 11508, 11862, 11031, 11175, 11011, 11826, 12745, 12844, 12656, 13226, 12157, 10859, 11655, 11762, 11866, 11626, 11492, 11671, 12359, 12214, 11563, 11556, 10502, 10431, 11367, 11870, 11801, 12178, 12026, 12366, 11888, 10457, 11057, 11004, 11098, 10748, 10374, 10647, 12456, 12390, 11508, 12185, 12982, 12407, 11177, 11052, 11443, 11314, 11899, 11256, 11542, 11767, 11670, 11211, 11123, 11955, 12023, 12375, 11955, 12429, 13230, 12321, 11992, 11801, 12437, 12354, 11576, 11020, 11264, 12124, 13159, 13227, 12540, 11517, 12136, 12293, 12080, 11666, 10163, 10926, 10941, 11022, 11225, 10927, 10676, 9700, 9785, 9796, 10673, 10782, 9821, 11739, 12942, 11695, 11539, 11550, 12263, 11990, 11177
379286, 11145, 11532, 11395, 11523, 13477, 14879, 13662, 13383, 12542, 11762, 12045, 11664, 11489, 11472, 11326, 12185, 11744, 11641, 11380, 10745, 12338, 14092, 13607, 12126, 11770, 11486, 10912, 10974, 10693, 10903, 11094, 10643, 10721, 10631, 11076, 11580, 12312, 13769, 14142, 12001, 10697, 11131, 11191, 11247, 11114, 11042, 11140, 11516, 11438, 11081, 11078, 11079, 12910, 11531, 12504, 12556, 12148, 12064, 12252, 11988, 11206, 11535, 11507, 11558, 11366, 11160, 11312, 12301, 10662, 11717, 12118, 11709, 11394, 10722, 10653, 10868, 10797, 11116, 10765, 10922, 11045, 10992, 10740, 11683, 13037, 13680, 14374, 12824, 11554, 11993, 11495, 11315, 11211, 11560, 11513, 11088, 10784, 10912, 11388, 11954, 11991, 11979, 10013, 12126, 12212, 12095, 11868, 11047, 11465, 11471, 11513, 11626, 11465, 11326, 10793, 10839, 12401, 12285, 11928, 10104, 11027, 11687, 11005, 10920, 10927, 11316, 11167, 10722
380300, 8871, 11793, 13012, 13083, 12848, 13617, 12950, 12076, 11616, 11191, 11345, 11134, 11041, 11031, 11883, 14221, 13157, 11212, 11838, 11489, 12275, 13196, 12929, 12121, 11924, 11770, 11454, 11490, 11336, 11451, 10533, 10286, 9398, 10337, 11236, 12107, 13389, 12138, 12343, 11172, 10459, 10696, 10729, 10760, 10687, 10649, 10701, 13618, 13576, 12508, 10889, 11635, 13209, 11658, 11594, 11625, 11402, 11354, 11458, 11314, 10885, 11066, 11052, 12102, 11935, 11768, 11667, 13674, 12680, 11897, 12115, 11893, 11718, 11352, 11315, 11432, 11393, 11564, 11376, 12335, 11410, 12173, 11191, 9604, 12316, 12669, 12468, 11622, 10928, 11168, 10896, 10797, 10740, 10932, 10906, 8840, 10566, 11451, 13007, 13269, 12632, 11310, 10234, 11390, 11437, 11374, 11248, 10798, 11027, 11031, 11054, 13012, 12925, 13620, 10840, 10119, 11571, 12208, 12012, 11014, 11517, 11878, 11507, 11460, 11465, 11678, 11594, 10329
381315, 9458, 11059, 11725, 11765, 11637, 12057, 11692, 12204, 11952, 12621, 12651, 11576, 11526, 11543, 12509, 13130, 11953, 10888, 11232, 11041, 11471, 11973, 11829, 11386, 11279, 11227, 11899, 11948, 12512, 12595, 11247, 11114, 10629, 11143, 11632, 12108, 12809, 12128, 12238, 12556, 12168, 12149, 12165, 11201, 10392, 10371, 10421, 13270, 12034, 11449, 10565, 10971, 11833, 10985, 10948, 10967, 10846, 9978, 10852, 11675, 12055, 12782, 12774, 11377, 11284, 11195, 11137, 12237, 11692, 11263, 11381, 12285, 12129, 12773, 12752, 11866, 11844, 11893, 11074, 12234, 11727, 12145, 11609, 10741, 12225, 12417, 12307, 11844, 10442, 11532, 9610, 10427, 11715, 12570, 11209, 9444, 10387, 10872, 11723, 11865, 11519, 10794, 10206, 11830, 12674, 12581, 12512, 11392, 11540, 11426, 11440, 11873, 11827, 12208, 10684, 10292, 11085, 11434, 11326, 10782, 11087, 11285, 11084, 11113, 11813, 13912, 12444, 11137
382328, 10661, 11536, 11901, 11923, 12646, 12876, 13549, 12268, 11108, 12147, 11528, 10940, 10912, 10923, 11450, 11789, 11145, 10564, 10751, 10648, 10881, 11157, 13319, 13831, 11582, 10896, 11263, 11291, 11601, 11646, 10910, 10836, 10571, 10851, 11118, 11378, 11762, 12159, 12431, 12605, 11508, 11497, 12141, 11614, 11171, 11160, 11187, 12745, 12070, 11748, 11264, 11488, 11960, 13175, 14272, 14284, 12837, 10065, 10543, 10995, 11202, 11598, 11594, 10828, 10781, 10732, 10698, 11302, 11004, 10045, 11782, 12278, 11253, 10752, 11730, 11247, 11232, 11262, 10813, 11448, 11172, 11400, 11107, 10632, 11442, 12246, 12985, 13969, 11814, 11794, 10745, 11191, 11896, 12361, 11618, 10654, 11169, 11435, 11900, 11978, 12582, 13058, 12690, 12032, 13091, 13727, 11452, 10840, 10921, 10855, 10866, 11102, 11077, 11286, 10451, 10238, 10671, 11540, 10805, 12251, 13034, 10932, 10819, 10835, 11219, 12367, 11563, 10848
383341, 10588, 11067, 11264, 11279, 11674, 11801, 13190, 11833, 11763, 10523, 11691, 12216, 11454, 11462, 11749, 11935, 11584, 11264, 11368, 11312, 11439, 11590, 12773, 13649, 13099, 11997, 12543, 11714, 10954, 10979, 10571, 10535, 10390, 10543, 10689, 10828, 11041, 11259, 12085, 12574, 12680, 11712, 9676, 11110, 10866, 10860, 10876, 11728, 11358, 11180, 10912, 11040, 11298, 11964, 12563, 13492, 13361, 13621, 12155, 11502, 11614, 11832, 11829, 11410, 11384, 11357, 11340, 11668, 11507, 10980, 12587, 11923, 11745, 12066, 11765, 10760, 10751, 10767, 10522, 10872, 10720, 10845, 10683, 10423, 10868, 11307, 11712, 13240, 12920, 13832, 13259, 11750, 11262, 11517, 11111, 10583, 10865, 11011, 11264, 11309, 11637, 12922, 13357, 12995, 12382, 13137, 12467, 11415, 11461, 11424, 11431, 11561, 11546, 11661, 11204, 11088, 11323, 11799, 11398, 12189, 13640, 12989, 11371, 11379, 10744, 11373, 10932, 10541
384355, 10400, 11653, 11475, 12231, 12554, 11808, 12570, 11825, 11191, 10512, 11151, 11439, 11022, 11025, 11181, 11284, 11093, 11935, 13697, 13766, 11965, 10612, 11897, 12376, 12652, 12050, 12349, 11895, 11478, 11492, 11264, 11249, 11171, 10231, 11271, 11794, 11066, 11343, 11796, 12064, 11544, 11014, 9900, 10685, 10550, 10547, 10556, 11023, 10822, 11623, 11473, 14103, 12668, 11282, 11013, 12136, 12066, 12208, 11404, 11047, 11110, 11228, 11227, 12021, 12007, 11992, 10991, 12799, 13214, 12108, 12373, 12010, 11911, 12085, 11923, 11373, 11368, 11377, 11241, 11435, 11350, 11419, 12934, 12793, 12827, 11410, 10995, 11850, 11674, 12176, 11861, 11036, 10767, 10908, 10685, 10396, 11541, 12300, 12435, 10736, 10940, 12422, 12659, 11864, 11530, 11942, 11575, 11000, 11025, 11005, 11008, 11080, 12095, 12156, 12162, 11819, 11949, 12799, 11760, 11577, 12949, 12591, 11705, 11712, 11364, 11706, 11468, 10230
385369, 10297, 10982, 10882, 11296, 11473, 11066, 11483, 11076, 10729, 10357, 10708, 10143, 9259, 11440, 12204, 12201, 11697, 11284, 12247, 12286, 11301, 10560, 11263, 11527, 11676, 11348, 12147, 12598, 12369, 12488, 14117, 11641, 11595, 11084, 11651, 11937, 11537, 11691, 11939, 12085, 11801, 11511, 10902, 11332, 11914, 12092, 12693, 12208, 12129, 10966, 10881, 12320, 11538, 10780, 10632, 11247, 11207, 11286, 10846, 11943, 12722, 11532, 12552, 12293, 11323, 11315, 10767, 11757, 11985, 11378, 11525, 11324, 11272, 11367, 11279, 10976, 10865, 11639, 11814, 12611, 11664, 11734, 12561, 12486, 12503, 11727, 11502, 11967, 11873, 12147, 11975, 12181, 13352, 12794, 12861, 11896, 11944, 11336, 11410, 10480, 10593, 11403, 11531, 11096, 10912, 11140, 10939, 10625, 10662, 11493, 12412, 10699, 12246, 12276, 11408, 11222, 11292, 11757, 11190, 11089, 11840, 11643, 11793, 11799, 12307, 11808, 11679, 10238
386384, 11119, 11492, 11439, 11665, 11762, 11537, 11706, 11482, 11292, 11090, 10352, 11708, 11755, 11546, 11264, 10685, 11005, 10781, 11308, 11329, 11779, 11376, 11758, 11903, 11928, 11748, 11311, 11560, 11459, 12839, 13731, 11721, 11098, 10819, 11129, 11285, 11067, 11151, 12216, 12329, 12173, 12015, 13227, 13330, 12829, 12818, 11852, 11587, 12121, 11486, 11439, 12225, 11797, 12344, 12263, 11669, 10624, 11541, 10454, 11054, 11263, 11408, 12052, 11909, 10801, 10797, 10498, 11039, 11164, 10828, 10911, 11793, 11705, 11758, 12528, 13785, 12195, 11300, 11219, 11654, 11134, 11175, 11627, 11587, 11594, 12195, 13000, 12353, 12303, 11462, 12214, 11507, 12036, 12523, 12522, 11993, 12021, 11687, 11727, 11219, 11284, 11724, 12754, 11494, 11391, 10588, 12144, 12628, 12734, 11644, 10801, 10459, 11307, 11322, 10848, 10747, 10785, 12030, 11719, 11605, 12017, 11036, 11118, 11147, 10704, 12466, 11743, 10954
387397, 10838, 11042, 11013, 12603, 12081, 9532, 10648, 11160, 11663, 11555, 11148, 11893, 11917, 11803, 11648, 11332, 11507, 11384, 11673, 11684, 13458, 14099, 13182, 12334, 11134, 11035, 10795, 10932, 10876, 11631, 12120, 11021, 10678, 10525, 10695, 12345, 12246, 11571, 10518, 9983, 11415, 11328, 11991, 12048, 11774, 11768, 11239, 11094, 11386, 11040, 11013, 10698, 10490, 12583, 13799, 12487, 11297, 11800, 11206, 11534, 11648, 11726, 12079, 12002, 11396, 11393, 12743, 13040, 12087, 11858, 11249, 11059, 11009, 11039, 11462, 12150, 11278, 10787, 10744, 10982, 10697, 10721, 10967, 10945, 10178, 12995, 13991, 13638, 11486, 11025, 11438, 11052, 11339, 11607, 11606, 11316, 11333, 11149, 11172, 12361, 12398, 11419, 12470, 11773, 11718, 11281, 12129, 12397, 12454, 11857, 11396, 11208, 11672, 11680, 11421, 11366, 12955, 15200, 13548, 11532, 11181, 10644, 10689, 10706, 10462, 11426, 11031, 10600
388411, 9605, 12271, 11418, 11035, 11364, 9971, 10580, 10860, 11133, 11077, 10854, 11262, 11276, 11212, 11973, 11802, 13850, 12136, 12386, 10582, 13462, 13200, 12698, 12234, 11578, 11524, 11391, 11468, 11437, 11846, 12117, 11456, 10248, 11794, 12542, 13464, 11307, 10937, 10361, 10067, 10852, 10804, 11167, 11199, 11048, 11045, 10755, 12515, 12674, 11691, 10956, 11246, 11130, 11619, 12305, 11587, 10937, 11210, 10885, 11066, 11128, 11171, 11363, 12197, 10966, 13997, 13239, 12658, 12714, 12588, 11641, 11536, 11508, 11527, 11757, 12133, 11656, 12259, 12237, 12365, 13120, 11664, 9847, 9920, 10154, 12292, 12261, 12068, 10891, 10638, 10865, 10653, 10808, 10958, 10957, 8965, 10783, 13006, 12841, 12769, 12133, 11003, 11577, 11196, 11167, 10929, 11391, 11536, 11567, 12089, 11835, 12663, 13120, 12248, 11114, 12360, 11937, 13801, 12897, 11794, 11603, 11310, 11334, 11344, 11210, 11738, 11521, 10356
389424, 11139, 12018, 10853, 10644, 10823, 10061, 10393, 10547, 10697, 10667, 10544, 10767, 10776, 10741, 13622, 14175, 13848, 11395, 11532, 10543, 12121, 11974, 11702, 11448, 11090, 11058, 10987, 11029, 12035, 13825, 14551, 12298, 11769, 11937, 12349, 12853, 11672, 11470, 11155, 10994, 11423, 11397, 11594, 11614, 11531, 11531, 14718, 13920, 12964, 11003, 10600, 10760, 10696, 10963, 11339, 10945, 10591, 10739, 10562, 10661, 10695, 12325, 13412, 12034, 11525, 12412, 11997, 11681, 11710, 11641, 11125, 11067, 11052, 11061, 11188, 11394, 11132, 10472, 11620, 14138, 13408, 12611, 10874, 10913, 11042, 12211, 12192, 12087, 11444, 11307, 11430, 11315, 11995, 13037, 11265, 9272, 11783, 12421, 11633, 11593, 11245, 10627, 10940, 10733, 10716, 10588, 10840, 10917, 10935, 11221, 12020, 12521, 12654, 11454, 10836, 11517, 11285, 12307, 11811, 11205, 11103, 10942, 10956, 10962, 11817, 13129, 13233, 10130
390439, 11580, 12059, 11424, 11310, 11408, 10991, 10149, 10234, 10317, 11259, 10262, 11256, 11282, 12776, 13507, 12362, 12183, 10842, 10914, 10374, 11239, 11158, 11999, 11863, 12566, 11589, 11550, 10700, 12685, 13665, 14085, 12078, 11195, 11285, 11511, 11786, 11141, 11030, 10857, 10802, 11036, 11953, 11158, 11171, 12124, 13456, 14382, 13777, 12579, 11507, 11286, 11373, 11339, 11484, 11688, 12432, 11221, 11241, 11145, 11199, 9603, 11883, 13855, 11827, 10911, 11397, 11170, 10998, 11013, 10975, 10693, 11653, 11585, 11590, 11658, 10901, 11576, 12040, 12561, 13282, 12091, 11654, 10705, 10725, 11819, 12460, 12447, 12330, 11978, 11002, 11915, 11851, 12057, 12443, 12242, 11175, 11933, 12282, 11848, 11828, 11639, 10277, 10448, 11294, 12158, 11160, 11295, 11338, 10647, 11460, 10493, 11457, 11529, 10873, 10535, 10908, 10782, 12332, 12059, 12629, 10740, 10654, 10659, 11481, 11948, 12560, 12708, 10299
391451, 11860, 12122, 11029, 11014, 11067, 10253, 11451, 11086, 11129, 11646, 11101, 11644, 11658, 12475, 12876, 12249, 12151, 12212, 12202, 12779, 13065, 13616, 12195, 12118, 12504, 10946, 10927, 10460, 11546, 12082, 12312, 11214, 11475, 12345, 10953, 11104, 11456, 10739, 10048, 11623, 10794, 11294, 10859, 10866, 11388, 12118, 12623, 12292, 12405, 11819, 10881, 10181, 13851, 12351, 12463, 13276, 11625, 11636, 11584, 11614, 10741, 11987, 13066, 11957, 11479, 12466, 12342, 12250, 11587, 11006, 9923, 10022, 10944, 10946, 10985, 10571, 10940, 11192, 11478, 11872, 11966, 11726, 10415, 11130, 12443, 12137, 12131, 12462, 12269, 10774, 11275, 11238, 11352, 11563, 11451, 11637, 11308, 11499, 11960, 12118, 10295, 9956, 11616, 11665, 12137, 11592, 11665, 11688, 11312, 11756, 11227, 11753, 11792, 11386, 12075, 13727, 13410, 13559, 12833, 11517, 10482, 10436, 10438, 10887, 11143, 11477, 11559, 10986
392467, 11125, 11270, 11377, 12730, 12783, 11682, 11615, 11417, 10844, 11128, 10828, 11126, 11133, 12604, 12824, 12417, 12365, 13244, 13105, 12677, 11337, 11024, 11522, 12115, 12327, 11472, 11465, 11208, 11803, 11074, 10269, 9668, 10770, 11247, 11141, 12043, 12958, 12394, 10104, 10966, 10511, 10786, 10547, 10550, 11828, 12227, 12503, 13224, 13284, 12823, 12309, 11005, 11636, 12107, 11572, 12018, 11114, 11121, 11093, 11110, 10632, 11314, 10911, 11329, 11997, 11636, 10748, 11335, 13862, 13545, 11531, 10970, 11472, 11472, 11494, 11264, 11471, 12569, 12725, 12941, 11039, 11780, 11858, 10912, 10740, 11228, 11820, 11422, 11318, 10502, 10775, 10755, 10819, 10932, 10872, 11004, 10824, 10929, 11207, 11321, 11706, 11521, 11707, 11135, 11395, 11096, 11135, 11149, 10942, 12210, 12849, 13138, 13157, 11893, 13036, 13941, 11527, 12326, 12508, 11788, 11221, 11195, 11197, 11442, 11584, 11765, 11748, 11432
393479, 11716, 10772, 10828, 11571, 11598, 10998, 10961, 10853, 10540, 10695, 10531, 11513, 12088, 14539, 12337, 11549, 11521, 11999, 11924, 11690, 10958, 10786, 11058, 11381, 11499, 11031, 11726, 12221, 11727, 11836, 12095, 11765, 11377, 11639, 11582, 12075, 12576, 12266, 11014, 11486, 11236, 11386, 11257, 12132, 13646, 14480, 13017, 11811, 11873, 11622, 11342, 10628, 10972, 11230, 10938, 11182, 10687, 11367, 11353, 11978, 10933, 12322, 11685, 11914, 12279, 11121, 10633, 10957, 12338, 12164, 11064, 10757, 11031, 11031, 10364, 10239, 11968, 13734, 12385, 11602, 11527, 11931, 11975, 11454, 11362, 11627, 11954, 11735, 11678, 11232, 11380, 12747, 13379, 13536, 11633, 12581, 12482, 10588, 10737, 10801, 11010, 10910, 11011, 10697, 10842, 10678, 10697, 11527, 10781, 12766, 11360, 10952, 11953, 11262, 11888, 12380, 11061, 11498, 11598, 11203, 10893, 10881, 10881, 11713, 11608, 12375, 12782, 12732
394493, 11896, 11379, 11410, 11817, 11832, 11504, 11483, 11424, 11252, 11338, 9293, 10793, 11108, 13976, 10591, 11674, 12255, 11938, 11130, 11003, 10601, 10508, 10657, 10831, 11889, 11634, 11053, 12224, 12773, 12834, 13394, 11764, 12296, 11123, 11092, 11360, 11636, 11467, 10782, 11040, 10902, 9995, 9921, 11454, 12282, 13373, 14117, 11346, 12148, 12588, 11690, 11300, 11489, 11629, 11470, 11604, 12294, 12664, 11729, 11918, 11347, 12900, 13167, 12449, 11880, 10691, 10424, 10601, 11357, 11262, 10660, 10491, 10643, 10643, 10276, 10240, 12764, 12857, 13553, 12617, 11783, 11283, 11307, 11022, 10971, 11114, 11295, 11175, 12075, 12852, 12934, 12781, 12981, 13025, 12512, 12284, 12230, 11281, 11359, 11396, 11509, 11454, 11510, 11340, 11417, 9375, 10347, 10799, 11047, 12160, 10178, 12065, 12614, 10767, 11112, 11380, 10658, 10897, 10951, 10736, 10568, 12451, 11491, 11947, 12710, 12255, 12437, 12316
395507, 11262, 10980, 10998, 11222, 11997, 9924, 12481, 14014, 12497, 11111, 10570, 11390, 11563, 13131, 11284, 11873, 12191, 12016, 11576, 11507, 13120, 12300, 12076, 11192, 11669, 12184, 11231, 11292, 11594, 11626, 11935, 11042, 11334, 10692, 10676, 10822, 11718, 10663, 11904, 12223, 12169, 10880, 10183, 11022, 11474, 12073, 12477, 10962, 11402, 11641, 11151, 12891, 12994, 12923, 10373, 11237, 12192, 13030, 12518, 12006, 11694, 12542, 12689, 12298, 11986, 11335, 11189, 11287, 9747, 11377, 11221, 11731, 10470, 10430, 10229, 10209, 11591, 11641, 12019, 11507, 11052, 10781, 10792, 10637, 11600, 12605, 11766, 11701, 11956, 12381, 12427, 12344, 11856, 11878, 11601, 11475, 11445, 10929, 10970, 9999, 10759, 13452, 11837, 12545, 11770, 10037, 11146, 11395, 11531, 12138, 11053, 12085, 12385, 11377, 11564, 12673, 12276, 12581, 12635, 11286, 11600, 11995, 10893, 11143, 11560, 11311, 11411, 11344
396524, 12345, 12193, 12163, 11687, 11319, 10185, 11584, 12422, 11592, 11857, 12491, 11949, 12043, 12901, 12739, 12157, 11511, 9996, 11858, 11819, 12663, 12214, 12091, 11609, 11870, 12152, 11629, 12623, 11766, 10853, 12616, 12129, 12097, 11905, 11198, 10527, 11019, 10441, 11118, 11292, 11264, 11549, 11169, 11628, 12774, 12143, 12367, 11481, 11001, 11017, 11451, 12403, 12461, 12422, 10430, 10903, 11424, 11883, 10613, 10331, 11185, 12578, 12604, 13090, 13553, 13288, 11028, 11084, 10818, 11710, 11625, 11904, 11213, 12152, 12043, 11007, 11764, 11734, 11095, 10817, 12081, 10466, 11128, 11004, 11529, 11502, 11044, 11007, 11146, 11381, 11406, 10400, 11124, 11137, 11886, 12439, 12447, 12780, 12147, 10225, 10640, 12115, 11232, 11618, 11195, 11269, 12806, 11952, 12026, 13204, 11708, 11454, 10873, 11747, 11848, 12458, 12203, 12370, 12400, 11661, 11833, 12049, 11445, 11521, 10819, 10682, 11608, 13743
397536, 11361, 11277, 11261, 11000, 10800, 10178, 10944, 12018, 12422, 11995, 11470, 11948, 11343, 11811, 11725, 11405, 11053, 10222, 11243, 11222, 11683, 11438, 12069, 11805, 12041, 13448, 13905, 12558, 11924, 11424, 12386, 12121, 12104, 11999, 11613, 11244, 11513, 11198, 11566, 12259, 12348, 13423, 13883, 13205, 11594, 11250, 11373, 10887, 10625, 10633, 10872, 11392, 11421, 11403, 10314, 11250, 10937, 10920, 11174, 11202, 10874, 11636, 11652, 11917, 12169, 12024, 10788, 10819, 10675, 11161, 11114, 12112, 12433, 13637, 14302, 12499, 11922, 11904, 11557, 11403, 12096, 11212, 11574, 11507, 11792, 11779, 11530, 11508, 12240, 13203, 12314, 10297, 10692, 10698, 11111, 11412, 11417, 11598, 11252, 10201, 10427, 11233, 10751, 10962, 12842, 12118, 12388, 12253, 11335, 11978, 11160, 11022, 10705, 11179, 11236, 11571, 11431, 11524, 12238, 11833, 11404, 13180, 12627, 12780, 11405, 11329, 11838, 13004
