Time (ms), Channel 0, Channel 1, Channel 2, Channel 3, Channel 4, Channel 5, Channel 6, Channel 7, Channel 8, Channel 9, Channel 10, Channel 11, Channel 12, Channel 13, Channel 14, Channel 15, Channel 16, Channel 17, Channel 18, Channel 19, Channel 20, Channel 21, Channel 22, Channel 23, Channel 24, Channel 25, Channel 26, Channel 27, Channel 28, Channel 29, Channel 30, Channel 31, Channel 32, Channel 33, Channel 34, Channel 35, Channel 36, Channel 37, Channel 38, Channel 39, Channel 40, Channel 41, Channel 42, Channel 43, Channel 44, Channel 45, Channel 46, Channel 47, Channel 48, Channel 49, Channel 50, Channel 51, Channel 52, Channel 53, Channel 54, Channel 55, Channel 56, Channel 57, Channel 58, Channel 59, Channel 60, Channel 61, Channel 62, Channel 63, Channel 64, Channel 65, Channel 66, Channel 67, Channel 68, Channel 69, Channel 70, Channel 71, Channel 72, Channel 73, Channel 74, Channel 75, Channel 76, Channel 77, Channel 78, Channel 79, Channel 80, Channel 81, Channel 82, Channel 83, Channel 84, Channel 85, Channel 86, Channel 87, Channel 88, Channel 89, Channel 90, Channel 91, Channel 92, Channel 93, Channel 94, Channel 95, Channel 96, Channel 97, Channel 98, Channel 99, Channel 100, Channel 101, Channel 102, Channel 103, Channel 104, Channel 105, Channel 106, Channel 107, Channel 108, Channel 109, Channel 110, Channel 111, Channel 112, Channel 113, Channel 114, Channel 115, Channel 116, Channel 117, Channel 118, Channel 119, Channel 120, Channel 121, Channel 122, Channel 123, Channel 124, Channel 125, Channel 126, Channel 127
782938, 10761, 11007, 10061, 11161, 13490, 13015, 10947, 9819, 11508, 11143, 11154, 11119, 11556, 11564, 12052, 11244, 11531, 11855, 12483, 11735, 10170, 10330, 11522, 11520, 10995, 10423, 10469, 10464, 10458, 10465, 10419, 10033, 10385, 11025, 10720, 10998, 11843, 13532, 11848, 10676, 11172, 11699, 11287, 10823, 10770, 11202, 11237, 11224, 11171, 11843, 13370, 12688, 10964, 10685, 12513, 12899, 10697, 10642, 11131, 11165, 11160, 10658, 11130, 10711, 10912, 11313, 9982, 10519, 11473, 12798, 11025, 10907, 10912, 11334, 11322, 10850, 10903, 11266, 11251, 11341, 11064, 10665, 12712, 13084, 9887, 10088, 10174, 12520, 11321, 10801, 10827, 10816, 10816, 10802, 10365, 10777, 10800, 10986, 10462, 9552, 12771, 12533, 11212, 11131, 10497, 11185, 11097, 11098, 11586, 11594, 11981, 11562, 11525, 12635, 13011, 11563, 10932, 9902, 10806, 11575, 11580, 10475, 10462, 10485, 10466, 10458, 10427, 10030
783952, 11253, 11260, 12409, 11655, 12134, 11874, 10744, 10127, 11052, 10851, 10856, 10838, 11078, 11082, 12401, 12805, 12142, 12319, 12495, 11820, 11665, 11138, 11790, 11788, 11502, 11189, 11212, 11210, 11207, 11211, 10163, 9021, 10087, 11272, 12555, 10797, 11085, 12011, 11088, 10447, 10720, 11005, 10782, 10528, 10499, 11636, 11655, 11649, 11596, 11243, 11285, 10932, 11350, 10602, 11601, 11811, 10606, 10576, 10845, 10862, 10860, 10586, 10845, 9713, 11631, 11667, 12407, 11957, 11185, 12488, 11515, 11452, 11454, 11685, 11680, 11422, 11451, 11649, 12515, 13522, 10571, 11147, 11501, 12319, 10596, 10126, 10173, 11456, 10801, 10515, 10530, 10523, 10523, 10516, 10276, 10503, 10403, 12240, 11730, 9982, 11743, 11612, 10888, 10845, 10499, 10874, 10827, 10827, 11094, 11097, 13086, 13878, 12138, 11756, 11309, 11150, 12084, 10904, 11398, 11818, 11820, 11216, 11210, 11222, 11212, 11207, 11191, 9020
784963, 10819, 10996, 10602, 10983, 11245, 11103, 10484, 10148, 10653, 10543, 10545, 10537, 10667, 10669, 11414, 12538, 11377, 10620, 11590, 11222, 11135, 10849, 11203, 11203, 11047, 10877, 10888, 10887, 10886, 10887, 10315, 10933, 13238, 11797, 12354, 11393, 11552, 12057, 11553, 11202, 11350, 11507, 11384, 11244, 11230, 11851, 11864, 11880, 12297, 12292, 10971, 10591, 10818, 10408, 10954, 11067, 10409, 10392, 10540, 10548, 10547, 10398, 10540, 10565, 11749, 11767, 10725, 11297, 10874, 11587, 11054, 11021, 11022, 11148, 11145, 11004, 11020, 11129, 11601, 12052, 12749, 12282, 11574, 12225, 11284, 11027, 11051, 11753, 11396, 11238, 11246, 11242, 11242, 11238, 10529, 11385, 11569, 11534, 11253, 11090, 11031, 10961, 10564, 10540, 10350, 10555, 10530, 10530, 10676, 10678, 11789, 12222, 10045, 10990, 11733, 10855, 11366, 10722, 10992, 11222, 11222, 10890, 10887, 10893, 10888, 10886, 12154, 11281
785978, 11442, 11503, 11288, 11492, 11639, 11562, 11222, 11037, 11315, 13641, 11774, 11030, 11103, 11062, 11468, 12083, 10812, 10416, 10946, 10747, 10697, 10541, 10736, 10736, 9777, 12395, 11610, 10649, 9925, 10671, 10358, 11989, 12594, 11805, 12108, 10988, 11075, 11352, 11075, 10883, 11811, 11078, 11486, 13363, 11708, 12050, 11379, 11408, 11636, 11632, 11488, 11284, 11404, 11180, 11478, 11537, 10334, 11285, 11216, 10318, 10317, 10258, 10331, 10350, 11651, 11622, 11052, 10786, 10555, 10945, 10655, 11456, 11457, 9772, 11414, 12133, 11420, 11479, 11738, 11945, 12326, 11474, 11087, 11442, 10932, 10788, 10800, 11185, 10990, 12038, 9405, 10248, 11716, 11714, 10649, 11752, 12431, 11794, 11642, 11555, 11521, 11483, 11264, 11252, 11941, 11904, 11682, 11172, 10409, 11066, 11673, 11274, 10680, 10620, 11025, 10544, 10825, 10473, 10620, 10747, 10747, 10791, 11609, 9930, 10672, 11348, 12042, 10909
786992, 11015, 11048, 9941, 10981, 11907, 12587, 12524, 10927, 11715, 12372, 11350, 11520, 11562, 11537, 11761, 12098, 11401, 11185, 12432, 12326, 11397, 9517, 10418, 10441, 10571, 12600, 11594, 10432, 10036, 10446, 10272, 11167, 11498, 11066, 11230, 9658, 12342, 13314, 12171, 10688, 11197, 10817, 11040, 12068, 11160, 11348, 10980, 10996, 11121, 11118, 11970, 10961, 10235, 10213, 11146, 11875, 10543, 12276, 11622, 11130, 11129, 11098, 11138, 11148, 11861, 11844, 11532, 11386, 11093, 12098, 11752, 11492, 11492, 9358, 10852, 11245, 10853, 10885, 11027, 11142, 11349, 10881, 11573, 12760, 9856, 9052, 9880, 11510, 11364, 11937, 9901, 10360, 11166, 11164, 10580, 11184, 11555, 11205, 11125, 11077, 11058, 12388, 11726, 11679, 11440, 11421, 11299, 11596, 11180, 11537, 11873, 11654, 11328, 11294, 12475, 12243, 9673, 9481, 9584, 11104, 11104, 11724, 11535, 10617, 10446, 10816, 11194, 10571
788006, 12988, 12950, 10373, 10762, 11268, 11640, 11607, 10733, 11165, 11525, 10965, 11057, 11080, 11997, 13144, 12453, 11080, 10216, 10799, 12845, 11720, 10692, 11186, 11198, 11264, 12379, 11829, 11193, 10975, 11201, 9153, 10602, 11502, 12822, 11432, 9294, 11359, 11889, 11265, 10453, 10733, 10523, 10647, 11209, 10712, 11717, 10555, 11555, 11568, 10773, 11940, 11349, 10356, 10342, 10853, 11252, 10521, 11472, 11113, 10845, 10844, 10827, 11779, 9892, 12919, 12726, 11833, 11138, 11556, 12105, 11916, 11771, 11771, 10606, 11423, 11639, 11424, 12400, 11547, 11463, 10730, 9798, 11555, 12223, 10000, 9558, 10011, 10903, 10823, 11137, 10024, 10274, 10715, 10713, 10393, 10665, 11560, 11719, 11498, 10816, 10806, 11532, 11171, 11145, 11013, 11003, 10938, 11098, 11802, 13020, 14050, 12209, 10296, 10278, 11594, 12800, 11394, 10671, 10728, 11562, 11562, 11901, 11794, 11293, 10178, 9449, 9657, 9311
789020, 11713, 11692, 10280, 10494, 10770, 10974, 10958, 10480, 10714, 10911, 12326, 12493, 12507, 12902, 11866, 11566, 10818, 10344, 10662, 11784, 11168, 10603, 10875, 10881, 10912, 11528, 12250, 11756, 10553, 10828, 10540, 11288, 11779, 12499, 11741, 10570, 11701, 11989, 11648, 11205, 11357, 11242, 11312, 11415, 12702, 12482, 9703, 10928, 10935, 10501, 11139, 10817, 10271, 10265, 10544, 10763, 10363, 10881, 10687, 10793, 11408, 11427, 11921, 10887, 11824, 11718, 11229, 10849, 11078, 11377, 11275, 11195, 11195, 11403, 12873, 12172, 13340, 12228, 11762, 11058, 11356, 10846, 11809, 12171, 10956, 10715, 10964, 11451, 11408, 11579, 9948, 9238, 11232, 12572, 11760, 11141, 10932, 11020, 10897, 10523, 10517, 10914, 10719, 10704, 10632, 11445, 12401, 11615, 11148, 11180, 11149, 10757, 10387, 10378, 11097, 11757, 10989, 10593, 10625, 11080, 10089, 11296, 11237, 10967, 10117, 11414, 12060, 10580
790036, 11895, 11883, 11109, 11227, 11315, 11427, 11418, 11098, 11174, 11283, 12778, 11466, 10794, 11665, 11097, 10934, 10524, 10266, 10440, 11053, 10716, 10439, 10586, 10590, 8938, 10998, 12010, 11739, 11036, 9935, 10520, 10932, 11200, 11593, 12200, 11561, 11186, 11346, 12935, 11791, 11875, 11762, 12462, 11841, 12545, 11678, 10794, 11465, 11469, 11232, 10557, 10380, 10083, 9149, 10262, 10382, 10163, 10392, 10988, 10469, 12182, 11494, 11129, 10564, 11076, 11019, 11741, 11532, 11658, 10859, 11707, 12484, 12484, 11804, 11733, 12773, 12052, 11444, 11191, 10806, 10968, 10688, 11216, 11446, 10781, 10650, 9885, 11081, 10238, 11756, 10862, 11942, 12307, 13039, 11921, 11582, 11468, 11513, 11447, 12202, 12199, 10463, 10357, 12015, 11131, 11575, 11331, 9624, 10108, 10722, 10707, 10491, 10291, 10284, 10678, 10079, 10650, 10434, 10450, 9033, 9393, 10871, 10839, 11308, 11668, 11656, 11352, 10543
791051, 12939, 12930, 11011, 10416, 11677, 11738, 11733, 11558, 11598, 11659, 11454, 9806, 10397, 10874, 11437, 10503, 10277, 10932, 12997, 11289, 10470, 10319, 10398, 10401, 9496, 10624, 12167, 12018, 11576, 10973, 11242, 11469, 11612, 12571, 10733, 11059, 10875, 10962, 11833, 11203, 11252, 11191, 11572, 11264, 12580, 11206, 10720, 11934, 11117, 12321, 12622, 12525, 11002, 10492, 11101, 11166, 11047, 11171, 12457, 11149, 12029, 11653, 11455, 11094, 11374, 11343, 11759, 10241, 11563, 10547, 11011, 11437, 11437, 11065, 11025, 11594, 11232, 10027, 10788, 10576, 11486, 11832, 12865, 12396, 11376, 10580, 10164, 10818, 10358, 11187, 12651, 12249, 12451, 12796, 12184, 11998, 12706, 11910, 11197, 12163, 12160, 11210, 11153, 12059, 11576, 11818, 10662, 8798, 10024, 10358, 9505, 10261, 10151, 10940, 11003, 10821, 10433, 10316, 10326, 9549, 9747, 11544, 11529, 11725, 11922, 11915, 11697, 11252
792063, 11833, 11829, 10780, 10454, 11145, 11176, 11174, 11079, 11733, 12468, 11139, 11265, 12166, 11436, 11744, 11232, 11108, 11468, 12596, 11662, 11213, 11131, 11176, 11176, 10682, 12091, 14618, 13885, 12449, 10611, 10757, 10881, 10961, 11484, 10480, 10657, 10555, 10602, 11081, 10736, 11440, 12766, 10420, 10612, 11637, 10885, 10620, 11284, 10837, 11495, 11659, 11607, 10774, 10495, 10828, 10863, 10053, 10121, 13328, 11501, 12968, 12764, 11753, 11556, 11707, 11691, 11921, 11089, 11811, 11257, 11510, 11744, 12465, 13219, 12824, 10845, 9878, 10091, 10509, 10392, 10891, 11080, 11644, 11388, 10828, 10393, 10168, 10524, 10272, 10168, 11715, 11992, 12163, 11756, 11421, 11319, 11707, 11271, 10881, 11408, 11407, 10887, 10856, 11352, 11786, 12554, 12177, 11190, 10971, 11154, 10687, 11100, 11040, 11471, 11507, 11407, 11194, 11129, 11135, 10711, 10818, 12594, 12720, 11852, 10746, 11701, 11005, 10763
793075, 11081, 11079, 10504, 10326, 10704, 10722, 10721, 10667, 11025, 11428, 11601, 12615, 13017, 10862, 11177, 10899, 10831, 11029, 11647, 11133, 10889, 10845, 10869, 10869, 10600, 11371, 14475, 13039, 12862, 11291, 11371, 11439, 11483, 11769, 11219, 11316, 11262, 11288, 11549, 11359, 11745, 12468, 12803, 12295, 14245, 10562, 10416, 10781, 10536, 10896, 10985, 10958, 10502, 10350, 10531, 10549, 10108, 10822, 11616, 8761, 11824, 11713, 11185, 11078, 11159, 11151, 11278, 10822, 11218, 10912, 11053, 11177, 11574, 11987, 12701, 11253, 12294, 11824, 11235, 11171, 11444, 11548, 11857, 11717, 11410, 11172, 11050, 11243, 11106, 11704, 11916, 11159, 11636, 11860, 11623, 10800, 11011, 10772, 10559, 10848, 10847, 10564, 10545, 10819, 11055, 11473, 12169, 13063, 11686, 10856, 10602, 10828, 10795, 11031, 11052, 10996, 10880, 10844, 10848, 10614, 10675, 11646, 11531, 12080, 8988, 12054, 11507, 11375
794088, 11549, 11547, 11233, 11135, 11342, 11352, 11351, 11322, 12309, 14127, 12606, 10832, 10476, 10548, 10722, 10571, 10533, 10641, 10980, 10697, 10565, 10540, 10552, 10552, 10357, 10806, 13495, 11707, 11789, 10933, 10975, 11013, 11037, 11195, 10892, 10945, 10912, 10932, 11073, 10994, 11203, 11600, 12651, 13335, 12643, 11264, 11185, 11384, 11249, 11447, 11494, 11481, 11232, 11148, 11246, 11258, 11017, 11474, 11622, 10016, 11076, 11015, 10726, 10667, 10711, 10708, 10778, 10527, 10744, 10571, 10654, 11467, 11683, 9434, 11545, 10773, 10472, 10607, 10285, 10866, 11016, 11072, 11243, 11167, 10998, 10867, 10800, 10907, 12784, 13758, 13130, 12884, 12466, 12588, 11844, 11396, 11510, 11379, 11264, 11421, 11421, 11264, 11255, 11405, 12255, 11557, 11112, 10119, 10404, 10545, 10408, 10531, 10512, 10643, 10653, 10623, 10558, 10540, 10541, 10414, 11347, 12743, 12561, 11998, 10925, 11350, 11052, 10978
795105, 12804, 12748, 11756, 10959, 11092, 11099, 11119, 11103, 11642, 12637, 11805, 11411, 11217, 11257, 10329, 10241, 10254, 10343, 10550, 11118, 11701, 11648, 10958, 10958, 10851, 11094, 11990, 11011, 11057, 11582, 11603, 11623, 11524, 11562, 11395, 10704, 10683, 10718, 10197, 10153, 10884, 11101, 11675, 12050, 11672, 10944, 10906, 11946, 11873, 10260, 12599, 11846, 12345, 11623, 11677, 11646, 11512, 11763, 11844, 10965, 11545, 11512, 10331, 10329, 12018, 10403, 10463, 10326, 10446, 9715, 10416, 11458, 10998, 9769, 10924, 10501, 10334, 10410, 10265, 10581, 10664, 9929, 11588, 12222, 12745, 11953, 10662, 10723, 11750, 12283, 11938, 11805, 12598, 13594, 12195, 12797, 13629, 11911, 11027, 11814, 11136, 10435, 11067, 11147, 11614, 11810, 11564, 11023, 10154, 10232, 9227, 10253, 10244, 9470, 10374, 11080, 11699, 10950, 10950, 10881, 10815, 11578, 11478, 11171, 10584, 10818, 11644, 11546
796128, 12320, 12282, 12564, 11251, 11140, 10214, 10949, 10939, 11307, 11987, 11417, 11147, 11017, 11044, 10410, 10350, 10358, 10419, 11380, 10808, 12058, 13013, 11819, 10946, 10874, 11040, 11653, 10984, 11015, 11375, 11388, 11402, 11335, 11359, 11247, 12726, 11672, 10895, 10540, 10509, 11006, 11156, 11549, 11805, 11546, 11050, 11024, 11734, 11684, 10582, 12975, 10666, 11038, 12138, 11331, 11310, 11219, 11389, 11444, 10846, 11240, 11219, 10411, 10410, 11563, 10459, 10502, 11506, 11589, 9254, 10576, 11288, 10974, 10136, 10924, 10633, 10521, 10572, 10475, 10689, 10746, 10243, 12147, 12580, 13784, 10716, 10857, 10898, 11599, 11963, 11728, 11638, 12180, 12860, 11904, 12315, 12884, 11710, 11296, 11862, 12193, 11713, 10912, 10969, 11288, 11419, 11253, 10881, 10291, 10344, 9656, 10357, 10351, 9823, 9480, 10707, 11155, 12535, 10941, 10893, 10850, 11372, 11303, 11093, 10692, 10851, 11416, 11349
797141, 11495, 13343, 11749, 11798, 12195, 11073, 11474, 11470, 11672, 12045, 11732, 11585, 11512, 11530, 11180, 11148, 10131, 10904, 10586, 10477, 11972, 11725, 11071, 10597, 10555, 10647, 10982, 10617, 10632, 10828, 10837, 10846, 10806, 12714, 12652, 14068, 12529, 10716, 10520, 10505, 10777, 10858, 11073, 11214, 11072, 10800, 10786, 11175, 12171, 11908, 10896, 8969, 10947, 12128, 11685, 11674, 11624, 11718, 11747, 11420, 11636, 11624, 11181, 11180, 12685, 13041, 11082, 12322, 11525, 10246, 10970, 10782, 10611, 10151, 10583, 10424, 10363, 10390, 10337, 10454, 10485, 10113, 11790, 11611, 12296, 10619, 10695, 10718, 11100, 11299, 11172, 11122, 11419, 11789, 11266, 11494, 11805, 13960, 13759, 12795, 12157, 11895, 11454, 11487, 11662, 11734, 11642, 11439, 11116, 11144, 10770, 11153, 11805, 9584, 9779, 10439, 10685, 10670, 10594, 10568, 10542, 10827, 10789, 10676, 10457, 10543, 10852, 10817
798155, 10962, 11378, 11181, 11208, 11426, 10812, 11031, 11030, 11141, 11345, 11174, 12117, 12077, 10275, 11594, 12180, 11005, 12129, 11279, 11218, 12034, 11901, 11541, 11284, 11262, 11312, 11492, 11293, 12097, 11181, 12173, 11162, 11139, 12183, 11529, 12304, 11463, 10470, 10363, 10353, 10503, 10546, 10664, 11732, 11655, 12326, 12012, 11568, 12070, 11269, 10717, 9663, 10744, 11390, 11148, 11142, 11114, 11167, 11179, 11003, 11121, 13007, 10983, 10367, 12524, 12620, 11549, 12226, 11790, 11091, 11487, 11384, 11291, 11040, 11276, 11189, 12116, 11201, 11414, 10946, 11042, 10838, 11057, 10960, 11334, 10416, 10458, 10471, 10679, 10786, 10720, 10691, 11673, 14513, 10877, 11003, 10537, 12394, 12284, 11755, 11405, 11262, 11022, 11040, 11133, 11175, 11125, 12036, 11039, 10094, 10466, 11464, 12620, 11407, 11513, 11197, 11332, 11323, 11284, 11264, 11253, 11410, 11387, 11326, 10977, 11897, 12977, 11184
799168, 11373, 10828, 10723, 10738, 10855, 10521, 10643, 10642, 10701, 11804, 10752, 11266, 12761, 11178, 12524, 12189, 10031, 11391, 10927, 10891, 11339, 11264, 11068, 10932, 10912, 10942, 10051, 10967, 13035, 11594, 12095, 12387, 12325, 12151, 11792, 12217, 11757, 11213, 11156, 11149, 11232, 12216, 11257, 11841, 12396, 12784, 12072, 10982, 10488, 10771, 10470, 9893, 10484, 10839, 10707, 10701, 10687, 10716, 10722, 10658, 10743, 11204, 10098, 11198, 12400, 11658, 11073, 11443, 11203, 10822, 11040, 10984, 10933, 10795, 11886, 11839, 12023, 13003, 12441, 12834, 11528, 11414, 11535, 11483, 11685, 11185, 11207, 11214, 11328, 10363, 11287, 10342, 10901, 11875, 8936, 10601, 10347, 11387, 11327, 11038, 10847, 10767, 10637, 10647, 10697, 11712, 10724, 12123, 11579, 11900, 12778, 11797, 11658, 10996, 11054, 10881, 10956, 10950, 10932, 10912, 10912, 10007, 9995, 11915, 10207, 11346, 13382, 11582
800180, 11706, 11410, 11352, 11360, 11424, 11241, 11309, 11904, 13604, 14031, 12032, 10047, 11589, 10722, 11459, 11274, 10093, 10840, 10586, 10566, 10808, 10767, 10662, 10591, 10011, 12066, 10048, 11476, 11887, 11097, 11374, 11532, 11498, 11403, 11203, 11440, 11188, 10889, 10858, 11877, 13345, 15584, 13372, 12085, 12268, 12481, 12088, 11492, 11223, 11378, 11213, 10898, 11222, 11414, 10321, 10318, 10965, 12834, 11220, 10437, 10484, 10736, 10131, 10733, 11390, 10985, 10664, 10868, 10736, 10527, 10647, 10617, 10591, 12310, 12335, 10555, 11334, 11870, 11562, 11777, 11061, 11000, 11066, 11037, 11148, 10874, 11909, 12550, 12611, 9456, 13083, 11144, 11450, 11983, 10373, 11287, 11146, 11717, 11684, 11527, 11421, 11377, 11306, 10289, 13539, 14093, 10027, 11239, 10941, 11116, 11597, 11062, 10985, 10623, 10655, 10559, 10600, 10598, 10591, 11563, 9755, 10005, 10042, 11275, 10338, 10962, 12076, 11092
801196, 13956, 12895, 9631, 11103, 11772, 12252, 11674, 11998, 12929, 13163, 12068, 10982, 11825, 11352, 11755, 10631, 9982, 11987, 11524, 11773, 11865, 11266, 10440, 10402, 10085, 11207, 10104, 10883, 11111, 10678, 10828, 11815, 13608, 13557, 11058, 10994, 11472, 11310, 10696, 11253, 12055, 13280, 12072, 11367, 11468, 11584, 11369, 10051, 10926, 11655, 13899, 11548, 11050, 11730, 11132, 11130, 11486, 12508, 11625, 11196, 11222, 11359, 11028, 12230, 12590, 11554, 9679, 9792, 11058, 10944, 11009, 10994, 10402, 11342, 11355, 10382, 10806, 11100, 10932, 11048, 8825, 12924, 13576, 12839, 11509, 10705, 11270, 11621, 11654, 9928, 11914, 10852, 11020, 11311, 10430, 12800, 12721, 12318, 10582, 11194, 11771, 11710, 11672, 11114, 12892, 13197, 10973, 11635, 11471, 11564, 11831, 10514, 10471, 8499, 12521, 12366, 10406, 10405, 10402, 10932, 9943, 10081, 10101, 10775, 10262, 10602, 11213, 12486
802211, 12390, 11811, 10025, 10829, 11196, 11458, 11142, 11319, 11829, 11988, 11389, 11724, 12886, 11541, 13377, 11303, 10947, 12045, 11790, 11926, 11978, 11649, 11197, 11177, 11002, 11554, 10021, 11240, 11365, 10535, 10635, 11648, 12628, 12022, 10657, 10621, 10881, 10794, 10458, 10764, 11202, 11871, 11242, 10856, 12206, 13913, 12293, 10253, 10732, 11131, 12359, 11072, 10800, 11172, 10845, 11868, 12002, 12560, 12076, 11843, 12569, 10405, 10921, 11598, 12374, 11808, 10781, 10843, 11536, 11472, 11508, 11501, 10154, 10667, 9747, 10173, 10405, 10994, 11802, 10650, 9434, 11676, 12034, 11631, 10903, 10463, 10772, 11956, 11973, 10068, 12057, 11476, 11009, 11040, 10442, 12353, 11713, 11495, 10543, 10880, 11195, 11161, 11141, 9845, 10818, 12005, 11720, 11181, 10909, 12428, 11730, 11238, 11214, 10136, 12335, 12252, 11178, 11178, 11177, 11468, 11885, 10939, 10018, 12053, 11005, 9858, 11568, 12015
803223, 11383, 11067, 10091, 10532, 11410, 13146, 12716, 11669, 11227, 11314, 10986, 11171, 11805, 11068, 12073, 10939, 10744, 11345, 11203, 11280, 11336, 11408, 12206, 10940, 12121, 11808, 10969, 11636, 11703, 11249, 11306, 11859, 12397, 12062, 11316, 11295, 12094, 10043, 10905, 11773, 10735, 11101, 10757, 10545, 11285, 12218, 11333, 10215, 10479, 10696, 11367, 11483, 12326, 12637, 9248, 11229, 11918, 11627, 11360, 11232, 11631, 10447, 10728, 11099, 11526, 11215, 10654, 11709, 11098, 13168, 13242, 12493, 11656, 11322, 10818, 11051, 11178, 11501, 11943, 11313, 10647, 11874, 12070, 11846, 13205, 13068, 11093, 11129, 11734, 10692, 11202, 10883, 10629, 10647, 10320, 11364, 11015, 10896, 10374, 10558, 10763, 13602, 12212, 10738, 10675, 11322, 11168, 10872, 10725, 11553, 11172, 10904, 10889, 10301, 11503, 11458, 12078, 12873, 12872, 11677, 11988, 11470, 10967, 12080, 11507, 10879, 11814, 12059
804238, 10722, 9700, 11359, 11702, 11484, 11800, 11563, 10991, 10749, 10797, 10617, 10719, 11066, 10662, 12202, 11583, 12236, 11714, 11637, 10886, 9665, 10996, 11433, 10740, 11386, 11215, 10757, 11121, 11155, 11934, 11963, 11276, 10667, 10596, 12381, 12324, 13396, 10979, 11452, 11926, 11359, 11560, 11371, 11255, 11661, 12169, 12646, 12034, 11892, 12012, 12253, 10851, 11272, 11522, 9667, 10750, 11127, 10967, 10822, 10751, 10969, 10323, 10507, 10709, 10070, 9108, 10447, 11862, 11482, 11959, 11997, 11590, 11132, 10950, 10675, 10800, 10871, 11046, 11288, 12896, 12387, 12927, 11470, 11369, 12075, 12000, 11556, 11575, 11904, 11335, 11614, 11439, 11301, 11312, 11131, 11639, 10519, 9610, 11538, 11595, 11131, 12047, 11289, 10481, 10447, 10801, 10716, 10553, 10475, 10927, 11711, 11504, 13061, 11145, 11803, 10385, 10746, 11180, 11798, 11145, 11314, 11030, 10755, 11364, 11052, 11729, 12242, 11384
805251, 11352, 10793, 11701, 11888, 11769, 11941, 11811, 11499, 11367, 11393, 10270, 12080, 12292, 10401, 11264, 10350, 10705, 11016, 10973, 10563, 9894, 10623, 10861, 10482, 10836, 10742, 11482, 11468, 12191, 11263, 11897, 11522, 11188, 10552, 11530, 11497, 12083, 10761, 11021, 11280, 10970, 12103, 11998, 10971, 12288, 12447, 12727, 11492, 11991, 12057, 12191, 11422, 11652, 11790, 10774, 11368, 11573, 11486, 11345, 11031, 10258, 11570, 10932, 11043, 10115, 9589, 10323, 11094, 10888, 11148, 11170, 10946, 10697, 10598, 11192, 12413, 9978, 10752, 11785, 12405, 11532, 11828, 11030, 10974, 11360, 11320, 11078, 12110, 12289, 11980, 13063, 11853, 10878, 10868, 11614, 11853, 11240, 10745, 11797, 11829, 11576, 12077, 11662, 11220, 11202, 10373, 10325, 11054, 9607, 9884, 11841, 10302, 11156, 10704, 11064, 10289, 10485, 10722, 11062, 10704, 11788, 11633, 11481, 11756, 13622, 13198, 12049, 11581
806267, 11989, 11682, 11186, 13066, 13771, 13044, 10036, 11199, 11704, 11718, 11105, 12095, 12211, 11176, 11648, 11148, 10320, 10489, 9536, 10271, 10500, 11696, 11740, 11618, 10535, 10483, 10888, 10881, 11276, 10767, 11115, 10911, 11718, 11371, 11904, 13608, 13929, 11323, 11467, 10249, 10757, 11377, 11319, 10757, 11476, 11564, 11718, 11042, 11346, 11384, 11456, 9315, 10371, 10447, 11873, 12382, 12494, 11770, 11692, 11521, 11098, 11816, 11468, 11529, 9997, 9708, 11864, 13159, 13046, 12980, 10638, 11172, 10459, 10405, 10729, 11397, 10065, 10489, 11054, 11392, 10914, 11109, 10673, 9769, 9187, 11501, 12113, 12759, 11476, 11310, 11900, 11240, 10706, 10702, 11110, 12263, 11928, 11655, 12169, 12958, 13666, 11603, 10654, 10990, 11614, 11160, 11134, 11534, 10743, 10894, 11963, 10099, 10567, 10319, 10544, 10121, 10774, 11006, 11992, 11797, 11056, 10970, 10887, 11039, 12059, 11828, 11199, 11934
807282, 11314, 11147, 10875, 11902, 12289, 11893, 10245, 11812, 11940, 12023, 10943, 12821, 12205, 11024, 11284, 11585, 11131, 11224, 10702, 11106, 11231, 11884, 12868, 12745, 11306, 10256, 11992, 11220, 10736, 11114, 11265, 11154, 11019, 10827, 11118, 12052, 12227, 10801, 10881, 10213, 11252, 12336, 10909, 11277, 12285, 11082, 11167, 10796, 10962, 10984, 11022, 9851, 10429, 10472, 12182, 12582, 12669, 11284, 10496, 9724, 10896, 11988, 11796, 11792, 10954, 10796, 11977, 12685, 12622, 12587, 11307, 10666, 10769, 12573, 11905, 12157, 10729, 10924, 10655, 10840, 10573, 10685, 10446, 9951, 9631, 10900, 12133, 12489, 10301, 10157, 10479, 10863, 9915, 11203, 10833, 11465, 11281, 11131, 11413, 11843, 12231, 11103, 10583, 10767, 11086, 12536, 11656, 12511, 11463, 10869, 12031, 11010, 11264, 11131, 11255, 11024, 11380, 11508, 12920, 12749, 10571, 10521, 11223, 10607, 11165, 11655, 11311, 11715
